Frame_x,Player_ID,Player_Position,Frame_y,Distance_x,Time,Distance_y
0,2,"(902.5, 375.5)",1,478.3915760127889,0.125040054321289,457.2048228092088
0,2,"(902.5, 375.5)",1,478.3915760127889,0.125040054321289,244.29746212353496
0,2,"(902.5, 375.5)",1,478.3915760127889,23.28366208076477,440.918359790109
0,2,"(902.5, 375.5)",1,478.3915760127889,23.28366208076477,235.4283330442621
0,2,"(902.5, 375.5)",1,478.3915760127889,24.18958139419556,414.80417066370006
0,2,"(902.5, 375.5)",1,478.3915760127889,24.18958139419556,213.82820206885717
0,2,"(902.5, 375.5)",1,478.3915760127889,24.9551694393158,378.549864614954
0,2,"(902.5, 375.5)",1,478.3915760127889,24.9551694393158,183.2000272925744
0,2,"(902.5, 375.5)",1,478.3915760127889,25.79892635345459,362.5124135805559
0,2,"(902.5, 375.5)",1,478.3915760127889,25.79892635345459,171.73234989366446
0,2,"(902.5, 375.5)",1,478.3915760127889,26.627395391464237,345.16228067388823
0,2,"(902.5, 375.5)",1,478.3915760127889,26.627395391464237,162.54922331404725
0,2,"(902.5, 375.5)",1,478.3915760127889,26.627395391464237,93.50133688883813
0,2,"(902.5, 375.5)",1,478.3915760127889,27.48669719696045,332.88811934342147
0,2,"(902.5, 375.5)",1,478.3915760127889,27.48669719696045,155.3962676514465
0,2,"(902.5, 375.5)",1,478.3915760127889,27.48669719696045,98.22932352408826
0,2,"(902.5, 375.5)",1,478.3915760127889,28.330451488494877,322.9373004160405
0,2,"(902.5, 375.5)",1,478.3915760127889,28.330451488494877,151.29606736462122
0,2,"(902.5, 375.5)",1,478.3915760127889,28.330451488494877,100.2758694801496
0,2,"(902.5, 375.5)",1,478.3915760127889,29.158617734909058,321.0003894078635
0,2,"(902.5, 375.5)",1,478.3915760127889,29.158617734909058,151.44388399668043
0,2,"(902.5, 375.5)",1,478.3915760127889,29.158617734909058,94.99736838460316
0,2,"(902.5, 375.5)",1,478.3915760127889,30.002325296401978,319.4401352366355
0,2,"(902.5, 375.5)",1,478.3915760127889,30.002325296401978,149.14590172042944
0,2,"(902.5, 375.5)",1,478.3915760127889,30.002325296401978,91.24828765516644
0,2,"(902.5, 375.5)",1,474.81707003855706,0.125040054321289,457.2048228092088
0,2,"(902.5, 375.5)",1,474.81707003855706,0.125040054321289,244.29746212353496
0,2,"(902.5, 375.5)",1,474.81707003855706,23.28366208076477,440.918359790109
0,2,"(902.5, 375.5)",1,474.81707003855706,23.28366208076477,235.4283330442621
0,2,"(902.5, 375.5)",1,474.81707003855706,24.18958139419556,414.80417066370006
0,2,"(902.5, 375.5)",1,474.81707003855706,24.18958139419556,213.82820206885717
0,2,"(902.5, 375.5)",1,474.81707003855706,24.9551694393158,378.549864614954
0,2,"(902.5, 375.5)",1,474.81707003855706,24.9551694393158,183.2000272925744
0,2,"(902.5, 375.5)",1,474.81707003855706,25.79892635345459,362.5124135805559
0,2,"(902.5, 375.5)",1,474.81707003855706,25.79892635345459,171.73234989366446
0,2,"(902.5, 375.5)",1,474.81707003855706,26.627395391464237,345.16228067388823
0,2,"(902.5, 375.5)",1,474.81707003855706,26.627395391464237,162.54922331404725
0,2,"(902.5, 375.5)",1,474.81707003855706,26.627395391464237,93.50133688883813
0,2,"(902.5, 375.5)",1,474.81707003855706,27.48669719696045,332.88811934342147
0,2,"(902.5, 375.5)",1,474.81707003855706,27.48669719696045,155.3962676514465
0,2,"(902.5, 375.5)",1,474.81707003855706,27.48669719696045,98.22932352408826
0,2,"(902.5, 375.5)",1,474.81707003855706,28.330451488494877,322.9373004160405
0,2,"(902.5, 375.5)",1,474.81707003855706,28.330451488494877,151.29606736462122
0,2,"(902.5, 375.5)",1,474.81707003855706,28.330451488494877,100.2758694801496
0,2,"(902.5, 375.5)",1,474.81707003855706,29.158617734909058,321.0003894078635
0,2,"(902.5, 375.5)",1,474.81707003855706,29.158617734909058,151.44388399668043
0,2,"(902.5, 375.5)",1,474.81707003855706,29.158617734909058,94.99736838460316
0,2,"(902.5, 375.5)",1,474.81707003855706,30.002325296401978,319.4401352366355
0,2,"(902.5, 375.5)",1,474.81707003855706,30.002325296401978,149.14590172042944
0,2,"(902.5, 375.5)",1,474.81707003855706,30.002325296401978,91.24828765516644
0,2,"(902.5, 375.5)",1,455.505214020652,0.125040054321289,457.2048228092088
0,2,"(902.5, 375.5)",1,455.505214020652,0.125040054321289,244.29746212353496
0,2,"(902.5, 375.5)",1,455.505214020652,23.28366208076477,440.918359790109
0,2,"(902.5, 375.5)",1,455.505214020652,23.28366208076477,235.4283330442621
0,2,"(902.5, 375.5)",1,455.505214020652,24.18958139419556,414.80417066370006
0,2,"(902.5, 375.5)",1,455.505214020652,24.18958139419556,213.82820206885717
0,2,"(902.5, 375.5)",1,455.505214020652,24.9551694393158,378.549864614954
0,2,"(902.5, 375.5)",1,455.505214020652,24.9551694393158,183.2000272925744
0,2,"(902.5, 375.5)",1,455.505214020652,25.79892635345459,362.5124135805559
0,2,"(902.5, 375.5)",1,455.505214020652,25.79892635345459,171.73234989366446
0,2,"(902.5, 375.5)",1,455.505214020652,26.627395391464237,345.16228067388823
0,2,"(902.5, 375.5)",1,455.505214020652,26.627395391464237,162.54922331404725
0,2,"(902.5, 375.5)",1,455.505214020652,26.627395391464237,93.50133688883813
0,2,"(902.5, 375.5)",1,455.505214020652,27.48669719696045,332.88811934342147
0,2,"(902.5, 375.5)",1,455.505214020652,27.48669719696045,155.3962676514465
0,2,"(902.5, 375.5)",1,455.505214020652,27.48669719696045,98.22932352408826
0,2,"(902.5, 375.5)",1,455.505214020652,28.330451488494877,322.9373004160405
0,2,"(902.5, 375.5)",1,455.505214020652,28.330451488494877,151.29606736462122
0,2,"(902.5, 375.5)",1,455.505214020652,28.330451488494877,100.2758694801496
0,2,"(902.5, 375.5)",1,455.505214020652,29.158617734909058,321.0003894078635
0,2,"(902.5, 375.5)",1,455.505214020652,29.158617734909058,151.44388399668043
0,2,"(902.5, 375.5)",1,455.505214020652,29.158617734909058,94.99736838460316
0,2,"(902.5, 375.5)",1,455.505214020652,30.002325296401978,319.4401352366355
0,2,"(902.5, 375.5)",1,455.505214020652,30.002325296401978,149.14590172042944
0,2,"(902.5, 375.5)",1,455.505214020652,30.002325296401978,91.24828765516644
0,2,"(902.5, 375.5)",1,424.2505156154792,0.125040054321289,457.2048228092088
0,2,"(902.5, 375.5)",1,424.2505156154792,0.125040054321289,244.29746212353496
0,2,"(902.5, 375.5)",1,424.2505156154792,23.28366208076477,440.918359790109
0,2,"(902.5, 375.5)",1,424.2505156154792,23.28366208076477,235.4283330442621
0,2,"(902.5, 375.5)",1,424.2505156154792,24.18958139419556,414.80417066370006
0,2,"(902.5, 375.5)",1,424.2505156154792,24.18958139419556,213.82820206885717
0,2,"(902.5, 375.5)",1,424.2505156154792,24.9551694393158,378.549864614954
0,2,"(902.5, 375.5)",1,424.2505156154792,24.9551694393158,183.2000272925744
